Entity,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Canada,1979,1.345,0.0,0.0,244.121
Canada,1980,1.3,0.0,0.0,251.148
Canada,1981,1.898,0.0,0.0,266.015
Canada,1982,2.139,0.0,0.0,257.795
Canada,1983,2.085,0.0,0.0,265.952
Canada,1984,2.337,0.0,0.0,286.123
Canada,1985,1.677,0.0,0.001,303.645
Canada,1986,1.865,0.0,0.001,310.635
Canada,1987,2.312,0.0,0.001,316.206
Canada,1988,2.485,0.0,0.001,307.435
Canada,1989,3.477,0.0,0.001,290.44974
Canada,1990,3.954,0.0,0.001919192,295.68332
Canada,1991,3.984,0.0,0.001919192,307.276
Canada,1992,4.465,0.002052632,0.059,315.17465
Canada,1993,4.817,0.002052632,0.059,322.2139
Canada,1994,5.733,0.002052632,0.059,327.8556
Canada,1995,7.137866,0.003842105,0.059,334.05972
Canada,1996,7.528515,0.005894737,0.062,354.59207
Canada,1997,8.16822,0.006947368,0.062,348.67963
Canada,1998,8.987254,0.010105263,0.062,330.86993
Canada,1999,8.943149,0.013263158,0.162,345.0008
Canada,2000,8.917043,0.016421054,0.264,356.76007
Canada,2001,9.67215,0.019578947,0.329,331.52103
Canada,2002,10.046104,0.022736842,0.405,349.27463
Canada,2003,9.4172945,0.022789475,0.69,336.13937
Canada,2004,9.804526,0.014263158,0.945,338.39835
Canada,2005,9.155414,0.017,1.5674546,361.95575
Canada,2006,8.938046,0.021,2.4730656,352.8873
Canada,2007,8.991077,0.026,3.0072787,367.62146
Canada,2008,7.978966,0.035,3.7885141,377.48773
Canada,2009,8.942057,0.109,6.6416516,368.6874
Canada,2010,10.297558,0.25555557,8.724192,351.3848
Canada,2011,10.213784,0.5717152,10.188574,375.72372
Canada,2012,10.913819,0.88080704,11.311488,380.26715
Canada,2013,11.03561,1.4989899,11.145443,391.78888
Canada,2014,9.795245,2.120201,12.81707,382.50137
Canada,2015,9.987179,2.8949516,26.96639,382.19327
Canada,2016,11.359523,4.0323224,30.933117,385.43243
Canada,2017,10.850481,3.5737383,31.513615,394.58737
Canada,2018,10.541605,3.7969697,33.144466,385.89395
Canada,2019,10.307284,4.0797977,32.875572,381.77032
Canada,2020,9.385263,4.280405,35.641922,386.54474
Canada,2021,9.695907,5.1617374,35.117035,380.84628
Chile,1965,0.0,0.0,0.0,3.954
Chile,1966,0.0,0.0,0.0,4.168
Chile,1967,0.0,0.0,0.0,4.255
Chile,1968,0.0,0.0,0.0,3.565
Chile,1969,0.0,0.0,0.0,4.024
Chile,1970,0.0,0.0,0.0,4.307
Chile,1971,0.066,0.0,0.0,4.809
Chile,1972,0.057,0.0,0.0,5.73
Chile,1973,0.051,0.0,0.0,5.595
Chile,1974,0.046,0.0,0.0,6.364
Chile,1975,0.051,0.0,0.0,6.388
Chile,1976,0.073,0.0,0.0,6.599
Chile,1977,0.08,0.0,0.0,6.969
Chile,1978,0.091,0.0,0.0,7.251
Chile,1979,0.094,0.0,0.0,7.448
Chile,1980,0.105,0.0,0.0,7.871
Chile,1981,0.11,0.0,0.0,8.15
Chile,1982,0.137,0.0,0.0,8.914
Chile,1983,0.208,0.0,0.0,9.613
Chile,1984,0.201,0.0,0.0,9.975
Chile,1985,0.195,0.0,0.0,11.07
Chile,1986,0.28,0.0,0.0,11.83
Chile,1987,0.271,0.0,0.0,12.823
Chile,1988,0.327,0.0,0.0,12.558
Chile,1989,0.321,0.0,0.0,10.543
Chile,1990,0.963,0.0,0.0,8.941428
Chile,1991,1.033,0.0,0.0,13.135654
Chile,1992,1.743,0.0,0.0,16.74015
Chile,1993,1.75,0.0,0.0,17.217321
Chile,1994,1.786,0.0,0.0,16.985472
Chile,1995,1.879,0.0,0.0,18.413738
Chile,1996,1.738,0.0,0.0,16.873468
Chile,1997,1.743,0.0,0.0,18.943148
Chile,1998,1.161,0.0,0.0,15.937255
Chile,1999,1.45,0.0,0.0,13.577
Chile,2000,1.375,0.0,0.0,19.081
Chile,2001,1.683,0.0,0.007,21.68
Chile,2002,1.781,0.0,0.007,23.187
Chile,2003,1.695,0.0,0.007,22.603
Chile,2004,2.031,0.0,0.005,20.969337
Chile,2005,1.79,0.0,0.007,25.5755
Chile,2006,1.431,0.0,0.007,28.21505
Chile,2007,2.696,0.0,0.0112,22.33486
Chile,2008,3.5882213,0.0,0.03812314,24.266146
Chile,2009,3.391682,0.0,0.07901422,25.17931
Chile,2010,3.4124773,0.0,0.325326,21.759474
Chile,2011,4.314426,0.0,0.33759564,20.510006
Chile,2012,5.9831734,0.00034039,0.40838745,20.162024
Chile,2013,6.896006,0.00675656,0.5450756,19.907211
Chile,2014,4.989873,0.458713,1.4431201,23.045078
Chile,2015,5.5661297,1.3601003,2.114648,23.621508
Chile,2016,6.722216,2.5502636,2.4518394,19.690727
Chile,2017,7.4493103,3.8959484,3.6255593,21.325731
Chile,2018,9.157252,5.118721,3.5878947,23.36677
Chile,2019,9.54655,6.300226,4.895221,21.440327
Chile,2020,8.741824,7.6148434,5.6023026,21.720932
Chile,2021,8.4537115,10.596327,9.481755,16.532999
China,1965,0.0,0.0,0.0,22.097
China,1966,0.0,0.0,0.0,22.485907
China,1967,0.0,0.0,0.0,19.383488
China,1968,0.0,0.0,0.0,22.870396
China,1969,0.0,0.0,0.0,23.259302
China,1970,0.0,0.0,0.0,24.037117
China,1971,0.0,0.0,0.0,29.075233
China,1972,0.0,0.0,0.0,32.951046
China,1973,0.0,0.0,0.0,36.82686
China,1974,0.0,0.0,0.0,41.674942
China,1975,0.0,0.0,0.0,43.610638
China,1976,0.0,0.0,0.0,44.194
China,1977,0.0,0.0,0.0,46.134117
China,1978,0.0,0.0,0.0,43.22615
China,1979,0.0,0.0,0.0,48.555946
China,1980,0.0,0.0,0.0,58.221176
China,1981,0.0,0.0,0.0,65.51318
China,1982,0.0,0.0,0.0,74.41386
China,1983,0.0,0.0,0.0,86.41695
China,1984,0.0,0.0,0.0,86.8147
China,1985,0.0,0.0,0.0,92.38756
China,1986,0.0,0.0,0.0,94.548645
China,1987,0.0,0.0,0.0,100.02428
China,1988,0.0,0.0,0.0,109.16802
China,1989,0.0,0.0,0.0,118.40898
China,1990,0.064,0.002,0.002020202,126.74397
China,1991,0.064,0.002,0.009090909,124.68895
China,1992,0.113,0.003,0.13131313,130.68608
China,1993,0.117,0.004,0.21212122,151.84616
China,1994,0.46,0.005,0.3838384,167.42897
China,1995,3.014,0.007,0.61616164,190.58
China,1996,1.533,0.009,0.093939394,187.97
China,1997,2.722,0.011,0.1979798,195.98
China,1998,2.48,0.014,0.35555556,198.89
China,1999,2.52,0.017,0.4737374,196.58
China,2000,2.537,0.022,0.589899,222.41
China,2001,2.554,0.031,0.7191919,277.43
China,2002,2.546,0.048,0.83737373,287.97
China,2003,2.536,0.064,0.9969697,283.68
China,2004,2.528,0.076,1.2777778,353.544
China,2005,5.322,0.084,1.9460607,397.017
China,2006,7.133,0.095,3.7118182,435.786
China,2007,9.863,0.114,5.479293,485.264
China,2008,14.866,0.152,13.1,636.96
China,2009,20.85932,0.279,27.614998,615.644
China,2010,24.90023,0.701,49.39962,711.3831
China,2011,27.632,2.61,74.1,688.045
China,2012,30.133,3.5945098,103.049904,862.7941
China,2013,37.133,8.373886,138.26413,909.61224
China,2014,46.26822,23.51216,159.7627,1059.6917
China,2015,54.07029,39.48057,185.59145,1114.5154
China,2016,62.134766,66.52795,240.8605,1153.2675
China,2017,79.59891,117.8,304.6,1165.065
China,2018,93.72523,176.9,365.8,1198.887
China,2019,112.72523,224.0,405.3,1272.538
China,2020,135.625,261.1,466.5,1321.709
China,2021,169.93158,327.0,655.6,1300.0
Colombia,1965,0.0,0.0,0.0,3.5439494
Colombia,1966,0.0,0.0,0.0,3.9372194
Colombia,1967,0.0,0.0,0.0,4.3892536
Colombia,1968,0.0,0.0,0.0,4.8910117
Colombia,1969,0.0,0.0,0.0,5.4379735
Colombia,1970,0.0,0.0,0.0,6.05274
Colombia,1971,0.0,0.0,0.0,6.4234085
Colombia,1972,0.0,0.0,0.0,7.115021
Colombia,1973,0.0,0.0,0.0,7.7433486
Colombia,1974,0.0,0.0,0.0,8.7920685
Colombia,1975,0.189,0.0,0.0,9.7323
Colombia,1976,0.202,0.0,0.0,10.22642
Colombia,1977,0.192,0.0,0.0,10.451812
Colombia,1978,0.206,0.0,0.0,12.07144
Colombia,1979,0.216,0.0,0.0,13.2593
Colombia,1980,0.227,0.0,0.0,14.44702
Colombia,1981,0.212,0.0,0.0,14.26534
Colombia,1982,0.231,0.0,0.0,15.238536
Colombia,1983,0.234,0.0,0.0,15.365776
Colombia,1984,0.255,0.0,0.0,17.14022
Colombia,1985,0.267,0.0,0.0,18.440771
Colombia,1986,0.266,0.0,0.0,21.332952
Colombia,1987,0.268,0.0,0.0,23.24756
Colombia,1988,0.274,0.0,0.0,24.5194
Colombia,1989,0.274,0.0,0.0,26.78212
Colombia,1990,0.274,0.0,0.0,27.495852
Colombia,1991,0.269,0.0,0.0,27.72608
Colombia,1992,0.34,0.0,0.0,22.280584
Colombia,1993,0.389,0.0,0.0,27.856392
Colombia,1994,0.444,0.0,0.0,32.05839
Colombia,1995,0.477,0.0,0.0,31.9894
Colombia,1996,0.496,0.0,0.0,35.287624
Colombia,1997,0.483,0.0,0.0,31.47576
Colombia,1998,0.532,0.0,0.0,30.781685
Colombia,1999,0.457,0.0,0.0,33.700657
Colombia,2000,0.496,0.001835014,0.0,30.815718
Colombia,2001,0.496,0.00266875,0.0,31.632658
Colombia,2002,0.491,0.00465125,0.0,33.968037
Colombia,2003,0.495,0.006405,0.0,36.17636
Colombia,2004,0.467,0.007951726,0.05199,38.33006
Colombia,2005,0.503,0.00953125,0.04948,39.220886
Colombia,2006,0.5197261,0.0,0.06298139,42.55789
Colombia,2007,0.5071364,0.0,0.049890976,44.24198
Colombia,2008,0.50934935,0.0,0.053918168,46.16088
Colombia,2009,1.0032873,0.0,0.057707813,40.837364
Colombia,2010,1.1099824,0.0,0.03856992,40.55746
Colombia,2011,1.3783877,0.0,0.041271944,48.42748
Colombia,2012,1.4760586,0.0,0.05485471,47.58171
Colombia,2013,1.3464338,0.0,0.057624802,44.36279
Colombia,2014,1.728923,0.0,0.0702303,44.741962
Colombia,2015,1.8229002,0.0,0.06837745,44.681904
Colombia,2016,1.9938043,0.0,0.050887343,46.787926
Colombia,2017,1.9912593,0.005,0.003071419,57.32773
Colombia,2018,2.1187904,0.012,0.04344,56.65124
Colombia,2019,2.4441278,0.13206,0.06332,54.437
Colombia,2020,2.820657,0.1908,0.01012,49.83735
Colombia,2021,2.8208168,0.31732163,0.059852246,59.858196
Croatia,1990,0.0,0.0,0.0,3.805
Croatia,1991,0.0,0.0,0.0,5.881
Croatia,1992,0.006,0.0,0.0,4.349
Croatia,1993,0.019,0.0,0.0,4.55
Croatia,1994,0.006,0.0,0.0,5.435
Croatia,1995,0.005,0.0,0.0,5.683
Croatia,1996,0.01,0.0,0.0,7.863
Croatia,1997,0.002,0.0,0.0,5.853
Croatia,1998,0.005,0.0,0.0,6.022
Croatia,1999,0.002,0.0,0.0,7.327
Croatia,2000,0.001,0.0,0.0,6.453
Croatia,2001,0.0,0.0,0.0,7.181
Croatia,2002,0.0,0.0,0.0,5.851
Croatia,2003,0.0,0.0,0.0,5.458
Croatia,2004,0.004,0.0,0.002,7.627
Croatia,2005,0.014,0.0,0.01,7.036
Croatia,2006,0.011,0.0,0.019,6.617
Croatia,2007,0.007,0.0,0.035,4.7
Croatia,2008,0.021,0.0,0.04,5.781
Croatia,2009,0.025,1.6464e-05,0.054,7.409
Croatia,2010,0.033,1.6464e-05,0.139,9.126
Croatia,2011,0.055,1.6464e-05,0.201,5.033
Croatia,2012,0.094,0.002,0.329,4.837
Croatia,2013,0.125,0.011293959,0.517,8.622
Croatia,2014,0.165,0.035,0.73,9.007
Croatia,2015,0.266,0.057,0.796,6.391
Croatia,2016,0.431,0.066,1.014,6.853
Croatia,2017,0.5256,0.0787,1.204,5.3074
Croatia,2018,0.6701,0.0749,1.3354,7.7009
Croatia,2019,0.9703,0.0831,1.4673,5.8261
Croatia,2020,1.072,0.0955,1.7207,5.6624
Croatia,2021,1.1852294,0.0972935,2.06732,7.153081
Cyprus,1965,0.0,0.0,0.0,0.0
Cyprus,1966,0.0,0.0,0.0,0.0
Cyprus,1967,0.0,0.0,0.0,0.0
Cyprus,1968,0.0,0.0,0.0,0.0
Cyprus,1969,0.0,0.0,0.0,0.0
Cyprus,1970,0.0,0.0,0.0,0.0
Cyprus,1971,0.0,0.0,0.0,0.0
Cyprus,1972,0.0,0.0,0.0,0.0
Cyprus,1973,0.0,0.0,0.0,0.0
Cyprus,1974,0.0,0.0,0.0,0.0
Cyprus,1975,0.0,0.0,0.0,0.0
Cyprus,1976,0.0,0.0,0.0,0.0
Cyprus,1977,0.0,0.0,0.0,0.0
Cyprus,1978,0.0,0.0,0.0,0.0
Cyprus,1979,0.0,0.0,0.0,0.0
Cyprus,1980,0.0,0.0,0.0,0.0
Cyprus,1981,0.0,0.0,0.0,0.0
Cyprus,1982,0.0,0.0,0.0,0.0
Cyprus,1983,0.0,0.0,0.0,0.0
Cyprus,1984,0.0,0.0,0.0,0.0
Cyprus,1985,0.0,0.0,0.0,0.0
Cyprus,1986,0.0,0.0,0.0,0.0
Cyprus,1987,0.0,0.0,0.0,0.0
Cyprus,1988,0.0,0.0,0.0,0.0
Cyprus,1989,0.0,0.0,0.0,0.0
Cyprus,1990,0.0,0.0,0.0,0.0
Cyprus,1991,0.0,0.0,0.0,0.0
Cyprus,1992,0.0,0.0,0.0,0.0
Cyprus,1993,0.0,0.0,0.0,0.0
Cyprus,1994,0.0,0.0,0.0,0.0
Cyprus,1995,0.0,0.0,0.0,0.0
Cyprus,1996,0.0,0.0,0.0,0.0
Cyprus,1997,0.0,0.0,0.0,0.0
Cyprus,1998,0.0,0.0,0.0,0.0
Cyprus,1999,0.0,0.0,0.0,0.0
Cyprus,2000,0.0,0.0,0.0,0.0
Cyprus,2001,0.0,0.0,0.0,0.0
Cyprus,2002,0.0,0.0,0.0,0.0
Cyprus,2003,0.0,0.0,0.0,0.0
Cyprus,2004,0.0,0.0004,0.000355,0.0
Cyprus,2005,0.0,0.000566,0.000355,0.0
Cyprus,2006,0.000155,0.001002,0.000355,0.0
Cyprus,2007,0.0014,0.001733,0.000356,0.0
Cyprus,2008,0.012,0.003,0.000356,0.0
Cyprus,2009,0.027,0.004,0.000356,0.0
Cyprus,2010,0.035,0.007,0.031,0.0
Cyprus,2011,0.052,0.012,0.114,0.0
Cyprus,2012,0.05,0.022,0.185,0.0
Cyprus,2013,0.049,0.047,0.231,0.0
Cyprus,2014,0.0505,0.0836,0.1839,0.0
Cyprus,2015,0.051236,0.126659,0.221857,0.0
Cyprus,2016,0.052021,0.145937,0.226701,0.0
Cyprus,2017,0.05175,0.17202,0.21145,0.0
Cyprus,2018,0.05136,0.19183,0.22061,0.0
Cyprus,2019,0.05792,0.218267,0.238565,0.0
Cyprus,2020,0.060632,0.295608,0.240408,0.0
Cyprus,2021,0.041871,0.473899,0.246478,
Czechia,1965,0.0,0.0,0.0,2.231797
Czechia,1966,0.0,0.0,0.0,2.1036344
Czechia,1967,0.0,0.0,0.0,1.8959225
Czechia,1968,0.0,0.0,0.0,1.4672408
Czechia,1969,0.0,0.0,0.0,1.1976573
Czechia,1970,0.0,0.0,0.0,1.7103078
Czechia,1971,0.0,0.0,0.0,1.208
Czechia,1972,0.0,0.0,0.0,1.264
Czechia,1973,0.0,0.0,0.0,1.081
Czechia,1974,0.0,0.0,0.0,1.819
Czechia,1975,0.0,0.0,0.0,1.814
Czechia,1976,0.0,0.0,0.0,1.446
Czechia,1977,0.0,0.0,0.0,1.967
Czechia,1978,0.0,0.0,0.0,1.83
Czechia,1979,0.0,0.0,0.0,2.293
Czechia,1980,0.0,0.0,0.0,2.399
Czechia,1981,0.0,0.0,0.0,2.061
Czechia,1982,0.0,0.0,0.0,1.67
Czechia,1983,0.0,0.0,0.0,1.655
Czechia,1984,0.0,0.0,0.0,1.298
Czechia,1985,0.0,0.0,0.0,1.671
Czechia,1986,0.0,0.0,0.0,1.876
Czechia,1987,0.0,0.0,0.0,2.465
Czechia,1988,0.0,0.0,0.0,2.099
Czechia,1989,0.0,0.0,0.0,1.643
Czechia,1990,0.0,0.0,0.0,1.161
Czechia,1991,0.0,0.0,0.0,1.089
Czechia,1992,0.0,0.0,0.0,1.402
Czechia,1993,0.221,0.0,0.0,1.369
Czechia,1994,0.309,0.0,0.0,1.46
Czechia,1995,0.405,0.0,0.0,2.002
Czechia,1996,0.292,0.0,0.0,1.969
Czechia,1997,0.494,0.0,0.0,1.699
Czechia,1998,0.587,0.0,0.0,1.396
Czechia,1999,0.683,0.0,0.0,1.681
Czechia,2000,0.517,0.0,0.0,1.758
Czechia,2001,0.514,0.0,0.0002,2.054
Czechia,2002,0.494,0.0,0.0016,2.492
Czechia,2003,0.49,0.0,0.0039,1.383
Czechia,2004,0.580831,0.0001,0.0099,2.0191
Czechia,2005,0.648312,6.8e-05,0.02128,2.37991
Czechia,2006,0.912375,0.00017,0.049375,2.55073
Czechia,2007,1.187319,0.001754,0.125098,2.079338
Czechia,2008,1.456526,0.012937,0.244661,2.024335
Czechia,2009,1.86202,0.088807,0.288067,2.42962
Czechia,2010,2.146246,0.615702,0.335493,2.7894
Czechia,2011,2.705329,2.118,0.3968,2.1341
Czechia,2012,3.361419,2.1731,0.4173,2.2315
Czechia,2013,3.995469,2.0702,0.4783,2.8564
Czechia,2014,4.661073,2.1229,0.4765,1.9092
Czechia,2015,4.791685,2.2638,0.5726,1.7948
Czechia,2016,4.76655,2.131,0.497,2.0005
Czechia,2017,4.964567,2.193368,0.591038,1.8695
Czechia,2018,4.826179,2.339677,0.60933,1.6274
Czechia,2019,5.0306,2.2859,0.7,2.008
Czechia,2020,5.0917,2.2331,0.6991,2.1423
Czechia,2021,5.255897,2.1506805,0.6015169,2.4081883
Denmark,1965,0.0,0.0,0.0,0.025
Denmark,1966,0.0,0.0,0.0,0.026
Denmark,1967,0.0,0.0,0.0,0.025
Denmark,1968,0.0,0.0,0.0,0.021
Denmark,1969,0.0,0.0,0.0,0.022
Denmark,1970,0.0,0.0,0.0,0.024
Denmark,1971,0.0,0.0,0.0,0.024
Denmark,1972,0.0,0.0,0.0,0.024
Denmark,1973,0.0,0.0,0.0,0.024
Denmark,1974,0.0,0.0,0.0,0.024
Denmark,1975,0.0,0.0,0.0,0.021
Denmark,1976,0.0,0.0,0.0,0.019
Denmark,1977,0.0,0.0,0.0,0.026
Denmark,1978,0.0,0.0,0.003,0.027
Denmark,1979,0.0,0.0,0.006,0.029
Denmark,1980,0.0,0.0,0.0105,0.0341
Denmark,1981,0.0,0.0,0.0105,0.0355
Denmark,1982,0.0,0.0,0.0185,0.0303
Denmark,1983,0.033,0.0,0.0271,0.0335
Denmark,1984,0.033,0.0,0.0332,0.0302
Denmark,1985,0.036,0.0,0.0514,0.0297
Denmark,1986,0.051,0.0,0.1256,0.0286
Denmark,1987,0.061,0.0,0.1738,0.0294
Denmark,1988,0.08,0.0,0.2917,0.0328
Denmark,1989,0.126,0.0,0.4284,0.0229
Denmark,1990,0.21,0.0,0.6103,0.028
Denmark,1991,0.355,0.0,0.7401,0.0254
Denmark,1992,0.521,0.0,0.9154,0.0277
Denmark,1993,0.728,0.0,1.0342,0.0275
Denmark,1994,0.5733997,0.0,1.137,0.0326
Denmark,1995,0.64684045,0.0,1.1773,0.0303
Denmark,1996,0.8321832,0.000161111,1.2269,0.0193
Denmark,1997,0.9756674,0.000319444,1.9342,0.0192
Denmark,1998,1.078157,0.0004,2.8199,0.0273
Denmark,1999,1.3189089,0.000880556,3.029,0.0305
Denmark,2000,1.2996056,0.0012,4.2412,0.0302
Denmark,2001,1.5115592,0.0012,4.3060193,0.0276
Denmark,2002,1.8791215,0.001280556,4.876939,0.0318
Denmark,2003,2.4933515,0.001519444,5.5607834,0.0212
Denmark,2004,2.9107547,0.001838889,6.5831113,0.0265
Denmark,2005,3.1742494,0.002161111,6.614,0.0225
Denmark,2006,3.0699494,0.002213889,6.1079583,0.0234
Denmark,2007,3.105064,0.002494444,7.1712,0.0282
Denmark,2008,3.1405714,0.002622222,6.9278,0.0258
Denmark,2009,3.3202577,0.00375,6.7205,0.0189
Denmark,2010,4.5939307,0.006161111,7.809422,0.020641668
Denmark,2011,4.375025,0.015130556,9.774183,0.016869444
Denmark,2012,4.4460053,0.10386111,10.269938,0.017475
Denmark,2013,4.313503,0.51754165,11.123275,0.013419444
Denmark,2014,4.3018527,0.5955167,13.078503,0.015102778
Denmark,2015,4.200628,0.6042611,14.133092,0.018030556
Denmark,2016,4.845242,0.74378055,12.781731,0.019272221
Denmark,2017,6.248558,0.7514861,14.78,0.017872222
Denmark,2018,5.890091,0.952973,13.901956,0.014861111
Denmark,2019,5.949397,0.9632695,16.149834,0.016955
Denmark,2020,5.92386,1.180532,16.330214,0.017064
Denmark,2021,8.734226,1.2779185,16.031755,0.0163087
Ecuador,1965,0.0,0.0,0.0,0.249
Ecuador,1966,0.0,0.0,0.0,0.285
Ecuador,1967,0.0,0.0,0.0,0.314
Ecuador,1968,0.0,0.0,0.0,0.328
Ecuador,1969,0.0,0.0,0.0,0.364
Ecuador,1970,0.0,0.0,0.0,0.405
Ecuador,1971,0.0,0.0,0.0,0.44
Ecuador,1972,0.0,0.0,0.0,0.445
Ecuador,1973,0.0,0.0,0.0,0.435
Ecuador,1974,0.0,0.0,0.0,0.5
Ecuador,1975,0.0,0.0,0.0,0.628
Ecuador,1976,0.0,0.0,0.0,0.605
Ecuador,1977,0.0,0.0,0.0,0.558
Ecuador,1978,0.0,0.0,0.0,0.791
Ecuador,1979,0.0,0.0,0.0,0.709
Ecuador,1980,0.0,0.0,0.0,0.872
Ecuador,1981,0.0,0.0,0.0,0.779
Ecuador,1982,0.0,0.0,0.0,0.895
Ecuador,1983,0.0,0.0,0.0,1.721
Ecuador,1984,0.0,0.0,0.0,3.233
Ecuador,1985,0.0,0.0,0.0,3.279
Ecuador,1986,0.0,0.0,0.0,4.012
Ecuador,1987,0.0,0.0,0.0,4.57
Ecuador,1988,0.0,0.0,0.0,4.826
Ecuador,1989,0.0,0.0,0.0,4.954
Ecuador,1990,0.0,0.0,0.0,4.9866877
Ecuador,1991,0.0,0.0,0.0,5.075921
Ecuador,1992,0.0,0.0,0.0,4.973581
Ecuador,1993,0.0,0.0,0.0,5.8101373
Ecuador,1994,0.0,0.0,0.0,6.5652776
Ecuador,1995,0.0,0.0,0.0,5.160551
Ecuador,1996,0.0,0.0,0.0,6.3434153
Ecuador,1997,0.0,0.0,0.0,6.5341773
Ecuador,1998,0.0,0.0,0.0,6.5060954
Ecuador,1999,0.0,0.0,0.0,7.176726
Ecuador,2000,0.0,0.0,0.0,7.6112313
Ecuador,2001,0.0,0.0,0.0,7.0706525
Ecuador,2002,0.0,0.0,0.0,7.524256
Ecuador,2003,0.0,0.0,0.0,7.180417
Ecuador,2004,0.00324057,0.0,0.0,7.4116993
Ecuador,2005,0.102856286,1.24e-05,0.0,6.8826394
Ecuador,2006,0.14555573,1.4875e-05,0.0,7.129493
Ecuador,2007,0.21875276,1.8162e-05,0.000962135,9.037655
Ecuador,2008,0.20832446,2.6687e-05,0.002682461,11.293333
Ecuador,2009,0.2165198,7.88e-06,0.003204417,9.225408
Ecuador,2010,0.23556188,0.0,0.00343485,8.636401
Ecuador,2011,0.27820036,5.812e-05,0.00334467,11.133088
Ecuador,2012,0.29635325,0.00032566,0.002398368,12.237723
Ecuador,2013,0.29578793,0.003663607,0.056702975,11.038825
Ecuador,2014,0.3994712,0.016482696,0.07974247,11.457895
Ecuador,2015,0.40775105,0.036057927,0.098806314,13.09627
Ecuador,2016,0.4897965,0.038754817,0.08395875,15.833842
Ecuador,2017,0.43085,0.03748,0.0734,20.08861
Ecuador,2018,0.42796764,0.038079325,0.08025777,20.678001
Ecuador,2019,0.45472345,0.16645227,0.085526936,24.664263
Ecuador,2020,0.47058,0.03776,0.0771,24.33326
Ecuador,2021,0.41493,0.03687,0.06201,25.57461
Egypt,1965,0.0,0.0,0.0,1.7324048
Egypt,1966,0.0,0.0,0.0,1.8252122
Egypt,1967,0.0,0.0,0.0,1.966633
Egypt,1968,0.0,0.0,0.0,3.0007727
Egypt,1969,0.0,0.0,0.0,3.9907181
Egypt,1970,0.0,0.0,0.0,4.6889834
Egypt,1971,0.0,0.0,0.0,5.0469546
Egypt,1972,0.0,0.0,0.0,5.161859
Egypt,1973,0.0,0.0,0.0,5.1530204
Egypt,1974,0.0,0.0,0.0,6.11645
Egypt,1975,0.0,0.0,0.0,6.792618
Egypt,1976,0.0,0.0,0.0,8.003533
Egypt,1977,0.0,0.0,0.0,9.037673
Egypt,1978,0.0,0.0,0.0,9.930392
Egypt,1979,0.0,0.0,0.0,9.607776
Egypt,1980,0.0,0.0,0.0,9.802229
Egypt,1981,0.0,0.0,0.0,10.213233
Egypt,1982,0.0,0.0,0.0,10.491655
Egypt,1983,0.0,0.0,0.0,9.815488
Egypt,1984,0.0,0.0,0.0,9.629872
Egypt,1985,0.0,0.0,0.0,9.148
Egypt,1986,0.0,0.0,0.0,8.972
Egypt,1987,0.0,0.0,0.0,8.9695
Egypt,1988,0.0,0.0,0.0,8.829
Egypt,1989,0.0,0.0,0.0,9.487
Egypt,1990,0.0,0.0,0.0,9.953
Egypt,1991,0.0,0.0,0.0,9.916
Egypt,1992,0.0,0.0,0.0,9.8
Egypt,1993,0.0,0.0,0.0,10.0925
Egypt,1994,0.0,0.0,0.0,10.728
Egypt,1995,0.0,0.0,0.0,11.192
Egypt,1996,0.0,0.0,0.0,11.484
Egypt,1997,0.0,0.0,0.0,11.771
Egypt,1998,0.0,0.0,0.0,12.1045
Egypt,1999,0.0,0.0,0.012,13.4405
Egypt,2000,0.0,0.0002,0.0805,14.178
Egypt,2001,0.0,0.0009,0.179,14.4135
Egypt,2002,0.0,0.001,0.2125,13.9945
Egypt,2003,0.0,0.001,0.286,12.939
Egypt,2004,0.0,0.001,0.5040505,12.8315
Egypt,2005,0.0,0.001,0.5101111,12.644
Egypt,2006,0.0,0.001,0.6050606,12.7845
Egypt,2007,0.0,0.0012,0.66243637,14.2175
Egypt,2008,0.0,0.0015,0.92981315,15.096
Egypt,2009,0.0,0.0022,1.0371939,13.7725
Egypt,2010,0.0,0.0252,1.4091434,12.9545
Egypt,2011,0.0,0.244569,1.4948249,12.99
Egypt,2012,0.0,0.504201,1.3362031,13.0275
Egypt,2013,0.0,0.025437,1.5765831,13.2365
Egypt,2014,0.0,0.139549,1.0281278,13.587
Egypt,2015,0.0,0.042,1.8945454,13.6835
Egypt,2016,0.0,0.23361,2.396693,13.1975
Egypt,2017,0.0,0.602545,2.1095762,12.788
Egypt,2018,0.0,0.553013,2.987391,12.812546
Egypt,2019,0.0,1.48996,4.978727,14.0795
Egypt,2020,0.0,2.8365073,6.848341,14.9035
Egypt,2021,0.0,2.8287573,7.6288185,14.636906
Estonia,1990,0.0,0.0,0.0,0.0
Estonia,1991,0.0,0.0,0.0,0.0
Estonia,1992,0.0,0.0,0.0,0.0
Estonia,1993,0.0,0.0,0.0,0.0
Estonia,1994,0.0,0.0,0.0,0.0
Estonia,1995,0.006,0.0,0.0,0.0
Estonia,1996,0.005,0.0,0.0,0.0
Estonia,1997,0.008,0.0,0.0,0.0
Estonia,1998,0.012,0.0,0.0,0.0
Estonia,1999,0.012,0.0,0.0,0.004
Estonia,2000,0.013,0.0,0.0,0.005
Estonia,2001,0.011,0.0,0.0,0.007
Estonia,2002,0.027,0.0,0.0014,0.006
